,title,Tokens,listed_in,country,type,rating
1312,Bombay Rose,"['amidst', 'bustle', 'magnetic', 'multifaceted', 'city', 'budding', 'love', 'dreamer', 'tested']",Dramas,"India, United Kingdom, France, Qatar",Movie,PG-13
1315,Aelay,"['son', 'stoically', 'return', 'village', 'upon', 'father', 'death', 'recalling', 'chilly', 'dynamic', 'bizarre', 'event', 'disrupts', 'visit']",Comedies,India,Movie,TV-14
1316,Aelay,"['son', 'stoically', 'return', 'village', 'upon', 'father', 'death', 'recalling', 'chilly', 'dynamic', 'bizarre', 'event', 'disrupts', 'visit']",Dramas,India,Movie,TV-14
1318,Dogwashers,"['narco', 'past', 'prime', 'refuse', 'pay', 'debt', 'upstart', 'secret', 'stash', 'money', 'save', 'men', 'guess', 'gardener', 'found']",Comedies,Colombia,Movie,TV-MA
1319,Dogwashers,"['narco', 'past', 'prime', 'refuse', 'pay', 'debt', 'upstart', 'secret', 'stash', 'money', 'save', 'men', 'guess', 'gardener', 'found']",Dramas,Colombia,Movie,TV-MA
1321,Fate of Alakada,"['faking', 'way', 'situation', 'social', 'medium', 'influencer', 'pose', 'event', 'planner', 'tasked', 'throwing', 'extravagant', 'bash']",Comedies,Nigeria,Movie,TV-14
1323,Sentinelle,"['transferred', 'home', 'traumatizing', 'combat', 'mission', 'highly', 'trained', 'french', 'soldier', 'us', 'lethal', 'skill', 'hunt', 'man', 'hurt', 'sister']",Action,France,Movie,TV-MA
1324,Sentinelle,"['transferred', 'home', 'traumatizing', 'combat', 'mission', 'highly', 'trained', 'french', 'soldier', 'us', 'lethal', 'skill', 'hunt', 'man', 'hurt', 'sister']",Dramas,France,Movie,TV-MA
1326,Mariposa,"['new', 'student', 'acha', 'fall', 'iqbal', 'student', 'torn', 'love', 'family', 'pressure']",Comedies,Indonesia,Movie,TV-14
1328,Mariposa,"['new', 'student', 'acha', 'fall', 'iqbal', 'student', 'torn', 'love', 'family', 'pressure']",Romantics,Indonesia,Movie,TV-14
1329,Parker,"['parker', 'thief', 'scruple', 'crew', 'parker', 'team', 'unlikely', 'partner', 'even', 'score']",Action,United States,Movie,R
1330,Safe Haven,"['mysterious', 'woman', 'arrives', 'small', 'north', 'carolina', 'town', 'begin', 'new', 'life', 'remains', 'haunted', 'terrifying', 'secret']",Dramas,United States,Movie,PG-13
1331,Safe Haven,"['mysterious', 'woman', 'arrives', 'small', 'north', 'carolina', 'town', 'begin', 'new', 'life', 'remains', 'haunted', 'terrifying', 'secret']",Romantics,United States,Movie,PG-13
1332,Moxie,"['inspired', 'mom', 'rebellious', 'past', 'confident', 'new', 'friend', 'shy', 'publishes', 'anonymous', 'zine', 'calling', 'sexism', 'school']",Comedies,United States,Movie,PG-13
1333,Moxie,"['inspired', 'mom', 'rebellious', 'past', 'confident', 'new', 'friend', 'shy', 'publishes', 'anonymous', 'zine', 'calling', 'sexism', 'school']",Dramas,United States,Movie,PG-13
1334,Moxie,"['inspired', 'mom', 'rebellious', 'past', 'confident', 'new', 'friend', 'shy', 'publishes', 'anonymous', 'zine', 'calling', 'sexism', 'school']",Musical,United States,Movie,PG-13
1335,Black or White,"['widowed', 'lawyer', 'struggle', 'retain', 'custody', 'biracial', 'granddaughter', 'girl', 'paternal', 'grandmother', 'question', 'competence']",Dramas,United States,Movie,PG-13
1336,Indoo Ki Jawani,"['spirited', 'naive', 'young', 'woman', 'seek', 'stand', 'discovering', 'date', 'real', 'identity', 'thing', 'quickly', 'go', 'casual', 'complicated']",Action,India,Movie,TV-14
1337,Indoo Ki Jawani,"['spirited', 'naive', 'young', 'woman', 'seek', 'stand', 'discovering', 'date', 'real', 'identity', 'thing', 'quickly', 'go', 'casual', 'complicated']",Comedies,India,Movie,TV-14
1339,Biggie: I Got a Story to Tell,"['featuring', 'rare', 'footage', 'interview', 'documentary', 'celebrates', 'life', 'notorious', 'journey', 'hustler', 'rap', 'king']",Documentaries,United States,Movie,R
1340,Biggie: I Got a Story to Tell,"['featuring', 'rare', 'footage', 'interview', 'documentary', 'celebrates', 'life', 'notorious', 'journey', 'hustler', 'rap', 'king']",Musical,United States,Movie,R
1341,Dances with Wolves,"['frontier', 'civil', 'war', 'soldier', 'bond', 'sioux', 'tribe', 'adapts', 'way', 'life', 'becoming', 'ally', 'amid', 'growing', 'threat']",Action,"United States, United Kingdom",Movie,PG-13
1342,Dances with Wolves,"['frontier', 'civil', 'war', 'soldier', 'bond', 'sioux', 'tribe', 'adapts', 'way', 'life', 'becoming', 'ally', 'amid', 'growing', 'threat']",Classic,"United States, United Kingdom",Movie,PG-13
1343,Dances with Wolves,"['frontier', 'civil', 'war', 'soldier', 'bond', 'sioux', 'tribe', 'adapts', 'way', 'life', 'becoming', 'ally', 'amid', 'growing', 'threat']",Dramas,"United States, United Kingdom",Movie,PG-13
1344,How to Be Really Bad,"['devil', 'sassy', 'bored', 'daughter', 'make', 'deal', 'dad', 'turn', 'good', 'person', 'evil', 'ditch', 'hell', 'stay', 'earth']",Comedies,Germany,Movie,TV-14
1346,LEGO Marvel Spider-Man: Vexed by Venom,"['green', 'goblin', 'venom', 'team', 'disastrous', 'scheme', 'call', 'ally', 'rely', 'spidey', 'sens', 'stop']",Family,United States,Movie,TV-Y
1347,LEGO Marvel Spider-Man: Vexed by Venom,"['green', 'goblin', 'venom', 'team', 'disastrous', 'scheme', 'call', 'ally', 'rely', 'spidey', 'sens', 'stop']",Comedies,United States,Movie,TV-Y
1348,Rain Man,"['motivated', 'money', 'selfish', 'workaholic', 'seeking', 'piece', 'late', 'father', 'inheritance', 'road', 'trip', 'estranged', 'brother']",Classic,United States,Movie,R
1349,Rain Man,"['motivated', 'money', 'selfish', 'workaholic', 'seeking', 'piece', 'late', 'father', 'inheritance', 'road', 'trip', 'estranged', 'brother']",Dramas,United States,Movie,R
1350,Tenacious D in The Pick of Destiny,"['dreaming', 'rock', 'god', 'midwesterner', 'jb', 'head', 'california', 'cross', 'path', 'idler', 'kg', 'giving', 'rise', 'musical', 'duo', 'tenacious']",Comedies,"United States, Germany",Movie,R
1351,Tenacious D in The Pick of Destiny,"['dreaming', 'rock', 'god', 'midwesterner', 'jb', 'head', 'california', 'cross', 'path', 'idler', 'kg', 'giving', 'rise', 'musical', 'duo', 'tenacious']",Classic,"United States, Germany",Movie,R
1352,Tenacious D in The Pick of Destiny,"['dreaming', 'rock', 'god', 'midwesterner', 'jb', 'head', 'california', 'cross', 'path', 'idler', 'kg', 'giving', 'rise', 'musical', 'duo', 'tenacious']",Musical,"United States, Germany",Movie,R
1353,Bigfoot Family,"['bigfoot', 'big', 'deal', 'go', 'missing', 'shy', 'teen', 'son', 'evil', 'ceo', 'save', 'family', 'wildlife', 'preserve']",Family,"Belgium, France",Movie,TV-Y7
1354,Bigfoot Family,"['bigfoot', 'big', 'deal', 'go', 'missing', 'shy', 'teen', 'son', 'evil', 'ceo', 'save', 'family', 'wildlife', 'preserve']",Comedies,"Belgium, France",Movie,TV-Y7
1355,Captain Fantastic,"['father', 'raising', 'child', 'grid', 'begin', 'question', 'utopian', 'view', 'tragic', 'loss', 'pull', 'back', 'society']",Comedies,United States,Movie,R
1356,Captain Fantastic,"['father', 'raising', 'child', 'grid', 'begin', 'question', 'utopian', 'view', 'tragic', 'loss', 'pull', 'back', 'society']",Dramas,United States,Movie,R
1358,Crazy About Her,"['spending', 'wild', 'night', 'together', 'adri', 'discovers', 'way', 'see', 'carla', 'become', 'patient', 'psychiatric', 'center', 'resides']",Comedies,Spain,Movie,TV-MA
1360,Crazy About Her,"['spending', 'wild', 'night', 'together', 'adri', 'discovers', 'way', 'see', 'carla', 'become', 'patient', 'psychiatric', 'center', 'resides']",Romantics,Spain,Movie,TV-MA
1361,Fuga,"['struggling', 'music', 'student', 'discovers', 'try', 'complete', 'unfinished', 'symphony', 'begun', 'famous', 'composer', 'whose', 'career', 'ended', 'past', 'trauma']",Dramas,"Argentina, Chile",Movie,TV-MA
1364,No Escape,"['soon', 'relocating', 'southeast', 'asia', 'american', 'family', 'land', 'midst', 'violent', 'coup', 'cost', 'life']",Action,"United States, Thailand",Movie,R
1365,Our Idiot Brother,"['seemingly', 'clueless', 'idealist', 'relies', 'exasperated', 'sister', 'shelter', 'support', 'girlfriend', 'dump', 'dog', 'taken', 'away']",Comedies,United States,Movie,R
1366,Our Idiot Brother,"['seemingly', 'clueless', 'idealist', 'relies', 'exasperated', 'sister', 'shelter', 'support', 'girlfriend', 'dump', 'dog', 'taken', 'away']",Dramas,United States,Movie,R
1369,The Girl on the Train,"['troubled', 'divorcée', 'fixates', 'seemingly', 'ideal', 'couple', 'afar', 'shocking', 'observation', 'sends', 'spiraling', 'straight', 'knotty', 'murder', 'case']",Thrillers,India,Movie,TV-MA
1370,Tony Manero,"['amid', 'violence', 'pinochet', 'reign', 'chile', 'emotionally', 'dead', 'raúl', 'escape', 'obsession', 'protagonist', 'saturday', 'night', 'fever']",Dramas,"Chile, Brazil",Movie,TV-MA
1374,Who Am I,"['compatriot', 'murdered', 'russian', 'gangster', 'hacker', 'confesses', 'history', 'elite', 'group', 'europol', 'investigator']",Thrillers,Germany,Movie,TV-MA
1375,Geez & Ann,"['falling', 'geez', 'heartthrob', 'school', 'ann', 'confront', 'family', 'opposition', 'heartache', 'deception', 'romance', 'struggle']",Dramas,Indonesia,Movie,TV-PG
1377,Geez & Ann,"['falling', 'geez', 'heartthrob', 'school', 'ann', 'confront', 'family', 'opposition', 'heartache', 'deception', 'romance', 'struggle']",Romantics,Indonesia,Movie,TV-PG
1379,"Blue, Painful, Fragile","['kaede', 'hisano', 'form', 'club', 'change', 'world', 'hisano', 'vanishes', 'kaede', 'throw', 'bringing', 'club', 'back', 'idealistic', 'root']",Thrillers,Japan,Movie,TV-14
1380,Brian Regan: On the Rocks,"['brian', 'regan', 'tackle', 'big', 'issue', 'weighing', 'including', 'aging', 'time', 'obsessive', 'behavior', 'backpack', 'airplane', 'ungrateful', 'horse', 'raisin']",Stand-Up Comedy,United States,Movie,TV-G
1381,Red,"['murder', 'investigation', 'lead', 'police', 'photo', 'suspect', 'men', 'found', 'face', 'match', 'picture', 'case', 'doubly', 'tricky']",Dramas,India,Movie,TV-14
1383,The Conjuring,"['family', 'start', 'experiencing', 'supernatural', 'terror', 'moving', 'rhode', 'island', 'farmhouse', 'seek', 'pair', 'noted', 'demonologists']",Horror,United States,Movie,R
1384,The Conjuring,"['family', 'start', 'experiencing', 'supernatural', 'terror', 'moving', 'rhode', 'island', 'farmhouse', 'seek', 'pair', 'noted', 'demonologists']",Thrillers,United States,Movie,R
1385,The Conjuring 2,"['daughter', 'unwittingly', 'release', 'malevolent', 'spirit', 'house', 'london', 'woman', 'enlists', 'warren', 'confront', 'evil', 'presence']",Horror,"Canada, United States, United Kingdom",Movie,R
1386,Classmates Minus,"['school', 'buddy', 'director', 'temp', 'worker', 'insurance', 'salesman', 'paper', 'craftsman', 'grapple', 'unfulfilled', 'dream', 'amid', 'middle', 'age', 'ennui']",Comedies,Taiwan,Movie,TV-MA
1387,Classmates Minus,"['school', 'buddy', 'director', 'temp', 'worker', 'insurance', 'salesman', 'paper', 'craftsman', 'grapple', 'unfulfilled', 'dream', 'amid', 'middle', 'age', 'ennui']",Dramas,Taiwan,Movie,TV-MA
1389,Operation Finale,"['israeli', 'spy', 'undertake', 'daring', 'mission', 'capture', 'notorious', 'nazi', 'war', 'criminal', 'adolf', 'eichmann', 'bring', 'justice', 'based', 'real', 'event']",Dramas,United States,Movie,PG-13
1390,Operation Finale,"['israeli', 'spy', 'undertake', 'daring', 'mission', 'capture', 'notorious', 'nazi', 'war', 'criminal', 'adolf', 'eichmann', 'bring', 'justice', 'based', 'real', 'event']",Thrillers,United States,Movie,PG-13
1391,I Care a Lot,"['legal', 'guardian', 'defrauds', 'older', 'client', 'trap', 'care', 'latest', 'mark', 'come', 'unexpected', 'baggage']",Comedies,"United Kingdom, United States",Movie,R
1392,I Care a Lot,"['legal', 'guardian', 'defrauds', 'older', 'client', 'trap', 'care', 'latest', 'mark', 'come', 'unexpected', 'baggage']",LGBTQ,"United Kingdom, United States",Movie,R
1393,I Care a Lot,"['legal', 'guardian', 'defrauds', 'older', 'client', 'trap', 'care', 'latest', 'mark', 'come', 'unexpected', 'baggage']",Thrillers,"United Kingdom, United States",Movie,R
1394,Love,"['troubling', 'inner', 'working', 'toxic', 'marriage', 'reveal', 'surprising', 'way', 'couple', 'feud', 'spin', 'control']",Dramas,India,Movie,TV-14
1398,Pitta Kathalu,"['secret', 'lie', 'jealousy', 'control', 'story', 'anthology', 'film', 'explore', 'darker', 'deceptive', 'side', 'love']",Dramas,India,TV Show,TV-MA
1399,Eeb Allay Ooo!,"['hired', 'monkey', 'repeller', 'upon', 'moving', 'delhi', 'young', 'man', 'struggle', 'footing', 'unenviable', 'job', 'place', 'unforgiving', 'world']",Comedies,India,Movie,TV-MA
1400,Eeb Allay Ooo!,"['hired', 'monkey', 'repeller', 'upon', 'moving', 'delhi', 'young', 'man', 'struggle', 'footing', 'unenviable', 'job', 'place', 'unforgiving', 'world']",Dramas,India,Movie,TV-MA
1402,No Escape Room,"['lighthearted', 'bonding', 'opportunity', 'dark', 'decidedly', 'dangerous', 'turn', 'father', 'daughter', 'try', 'escape', 'room', 'small', 'town']",Horror,United States,Movie,TV-14
1403,Animals on the Loose: A You vs. Wild Movie,"['wild', 'animal', 'escape', 'sanctuary', 'bear', 'grylls', 'pursue', 'secure', 'protective', 'habitat', 'interactive', 'special']",Family,United States,Movie,TV-PG
1404,Awara Paagal Deewana,"['dentist', 'unwittingly', 'becomes', 'caught', 'madcap', 'fight', 'criminal', 'trying', 'kill', 'another', 'claim', 'inheritance']",Action,India,Movie,TV-14
1405,Awara Paagal Deewana,"['dentist', 'unwittingly', 'becomes', 'caught', 'madcap', 'fight', 'criminal', 'trying', 'kill', 'another', 'claim', 'inheritance']",Comedies,India,Movie,TV-14
1406,Awara Paagal Deewana,"['dentist', 'unwittingly', 'becomes', 'caught', 'madcap', 'fight', 'criminal', 'trying', 'kill', 'another', 'claim', 'inheritance']",Dramas,India,Movie,TV-14
1407,The Resurrection of Gavin Stone,"['many', 'law', 'hollywood', 'bad', 'boy', 'redemption', 'fulfilling', 'community', 'service', 'megachurch']",Family,United States,Movie,PG
1408,The Resurrection of Gavin Stone,"['many', 'law', 'hollywood', 'bad', 'boy', 'redemption', 'fulfilling', 'community', 'service', 'megachurch']",Comedies,United States,Movie,PG
1409,The Resurrection of Gavin Stone,"['many', 'law', 'hollywood', 'bad', 'boy', 'redemption', 'fulfilling', 'community', 'service', 'megachurch']",Dramas,United States,Movie,PG
1410,"My Teacher, My Obsession","['riley', 'changed', 'school', 'expect', 'girl', 'crush', 'english', 'teacher', 'dad', 'expect', 'disturbing', 'infatuation']",Thrillers,United States,Movie,TV-14
1411,Namaste Wahala,"['interracial', 'romance', 'hit', 'humorous', 'hiccup', 'couple', 'parent', 'fight', 'tooth', 'nail', 'relationship']",Comedies,Nigeria,Movie,TV-14
1412,Namaste Wahala,"['interracial', 'romance', 'hit', 'humorous', 'hiccup', 'couple', 'parent', 'fight', 'tooth', 'nail', 'relationship']",Dramas,Nigeria,Movie,TV-14
1414,Monsoon,"['reflective', 'man', 'come', 'term', 'forced', 'displacement', 'vietnam', 'return', 'birthplace', 'spread', 'parent', 'ash']",Dramas,United Kingdom,Movie,TV-MA
1416,Monsoon,"['reflective', 'man', 'come', 'term', 'forced', 'displacement', 'vietnam', 'return', 'birthplace', 'spread', 'parent', 'ash']",LGBTQ,United Kingdom,Movie,TV-MA
1417,Hate by Dani Rovira,"['hometown', 'málaga', 'dani', 'rovira', 'reflects', 'human', 'being', 'nonsensical', 'hatred', 'hilarious', 'unfiltered', 'comedy', 'special']",Stand-Up Comedy,Spain,Movie,TV-MA
1418,Mundina Nildana,"['young', 'professional', 'chase', 'wildly', 'different', 'dream', 'relationship', 'indelibly', 'impact', 'journey']",Dramas,India,Movie,TV-MA
1420,Mundina Nildana,"['young', 'professional', 'chase', 'wildly', 'different', 'dream', 'relationship', 'indelibly', 'impact', 'journey']",Romantics,India,Movie,TV-MA
1421,To All The Boys: Always And Forever,"['senior', 'year', 'high', 'school', 'center', 'stage', 'lara', 'jean', 'return', 'family', 'trip', 'korea', 'considers', 'college', 'plan', 'without', 'peter']",Comedies,United States,Movie,TV-14
1422,To All The Boys: Always And Forever,"['senior', 'year', 'high', 'school', 'center', 'stage', 'lara', 'jean', 'return', 'family', 'trip', 'korea', 'considers', 'college', 'plan', 'without', 'peter']",Romantics,United States,Movie,TV-14
1423,Xico's Journey,"['girl', 'dog', 'best', 'pal', 'set', 'save', 'mountain', 'corporation', 'key', 'lie', 'closer', 'home', 'sidekick', 'pup', 'xico']",Family,Mexico,Movie,TV-Y7
1424,Growing up and other problems,"['woman', 'without', 'steady', 'partner', 'income', 'sample', 'stability', 'pregnant', 'best', 'friend', 'asks', 'godmother', 'child']",Comedies,Spain,Movie,TV-14
1425,Growing up and other problems,"['woman', 'without', 'steady', 'partner', 'income', 'sample', 'stability', 'pregnant', 'best', 'friend', 'asks', 'godmother', 'child']",Dramas,Spain,Movie,TV-14
1427,Layla Majnun,"['azerbaijan', 'layla', 'indonesian', 'scholar', 'fall', 'samir', 'admirer', 'work', 'arranged', 'marriage', 'stand', 'way']",Dramas,Indonesia,Movie,TV-14
1429,Layla Majnun,"['azerbaijan', 'layla', 'indonesian', 'scholar', 'fall', 'samir', 'admirer', 'work', 'arranged', 'marriage', 'stand', 'way']",Romantics,Indonesia,Movie,TV-14
1430,Middle of Nowhere,"['husband', 'sent', 'prison', 'year', 'medical', 'student', 'ruby', 'shelf', 'study', 'focus', 'partner', 'welfare', 'serf', 'time']",Dramas,United States,Movie,R
1432,Middle of Nowhere,"['husband', 'sent', 'prison', 'year', 'medical', 'student', 'ruby', 'shelf', 'study', 'focus', 'partner', 'welfare', 'serf', 'time']",Romantics,United States,Movie,R
1434,Red Dot,"['trying', 'rekindle', 'marriage', 'child', 'way', 'young', 'couple', 'ski', 'trip', 'suddenly', 'stalked', 'remorseless', 'killer']",Thrillers,Sweden,Movie,TV-MA
1435,Squared Love,"['celebrity', 'journalist', 'renowned', 'womanizer', 'start', 'rethink', 'life', 'choice', 'fall', 'mysterious', 'model', 'lead', 'double', 'life']",Comedies,Poland,Movie,TV-14
1437,Squared Love,"['celebrity', 'journalist', 'renowned', 'womanizer', 'start', 'rethink', 'life', 'choice', 'fall', 'mysterious', 'model', 'lead', 'double', 'life']",Romantics,Poland,Movie,TV-14
1438,This Is the Life,"['examine', 'group', 'alternative', 'artist', 'known', 'good', 'lifer', 'started', 'movement', 'created', 'robust', 'progressive', 'musical', 'community']",Documentaries,United States,Movie,TV-MA
1439,This Is the Life,"['examine', 'group', 'alternative', 'artist', 'known', 'good', 'lifer', 'started', 'movement', 'created', 'robust', 'progressive', 'musical', 'community']",Musical,United States,Movie,TV-MA
1440,The Misadventures of Hedi and Cokeman,"['paris', 'dysfunctional', 'dealer', 'use', 'family', 'tie', 'try', 'boost', 'small', 'drug', 'business', 'crass', 'comedy', 'based', 'webseries']",Comedies,France,Movie,TV-MA
